"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Dvl1"	0.000217791462511173	0.385301393126948	0.243	0.153	1	"InS"	"Dvl1"
"Tmem130"	0.000219481288701514	0.273051476853725	0.107	0.05	1	"InS"	"Tmem130"
"Mllt3"	0.000234818523907322	0.299622148478591	0.316	0.212	1	"InS"	"Mllt3"
"Shtn11"	0.00023645091163483	0.277255027515262	0.296	0.193	1	"InS"	"Shtn1"
"Dapk1"	0.000240543787252604	0.354877609906227	0.277	0.18	1	"InS"	"Dapk1"
"Slco3a11"	0.000250697292349484	0.386654477774994	0.199	0.118	1	"InS"	"Slco3a1"
"Trim2"	0.000255618471183445	0.266576856646605	0.432	0.32	1	"InS"	"Trim2"
"Phf1"	0.000257703151884364	0.355629323436475	0.102	0.047	1	"InS"	"Phf1"
"Podxl2"	0.000286429648617637	0.344033932149509	0.15	0.082	1	"InS"	"Podxl2"
"Slc44a51"	0.000288119025373031	0.252407812539001	0.107	0.051	1	"InS"	"Slc44a5"
"Pcca1"	0.000293945968118166	0.287157196918624	0.277	0.179	1	"InS"	"Pcca"
"Srek12"	0.00030717817261435	0.301840150312783	0.374	0.265	1	"InS"	"Srek1"
"Mfsd6"	0.000325881869168881	0.263468988579642	0.17	0.094	1	"InS"	"Mfsd6"
"Snx32"	0.000354711660827652	0.30426006270682	0.277	0.18	1	"InS"	"Snx32"
"Mob4"	0.000357047349262541	0.301449720358038	0.107	0.051	1	"InS"	"Mob4"
"9030624J02Rik"	0.000372486161733471	0.324483835698005	0.146	0.079	1	"InS"	"9030624J02Rik"
"Rgs17"	0.00044415275572306	0.444630979570018	0.233	0.15	1	"InS"	"Rgs17"
"Dcaf15"	0.000463859904796054	0.384480948788498	0.146	0.079	1	"InS"	"Dcaf15"
"Slc6a15"	0.000479408283191698	0.275543448957195	0.112	0.055	1	"InS"	"Slc6a15"
"Brd7"	0.000481398847833462	0.291069777542751	0.146	0.079	1	"InS"	"Brd7"
"Dnm1l"	0.000484695050320173	0.292669821423522	0.306	0.21	1	"InS"	"Dnm1l"
"Cttn1"	0.000489485926850854	0.266793425524171	0.136	0.072	1	"InS"	"Cttn"
"Tmem132b2"	0.000519218217672838	0.337209828577597	0.364	0.265	1	"InS"	"Tmem132b"
"Adcy21"	0.000621908574999047	0.271726481522293	0.539	0.438	1	"InS"	"Adcy2"
"Etfa"	0.000633836181335002	0.265298064268779	0.131	0.07	1	"InS"	"Etfa"
"Wdr18"	0.000634263753738812	0.25585151180518	0.112	0.056	1	"InS"	"Wdr18"
"Smarca22"	0.000770251335622767	0.355975357123003	0.311	0.223	1	"InS"	"Smarca2"
"Glce"	0.000808791439065931	0.308497202803396	0.121	0.064	1	"InS"	"Glce"
"Aco21"	0.000817994506934832	0.27003217125104	0.228	0.147	1	"InS"	"Aco2"
"Uba6"	0.000911716047889334	0.258219264679176	0.121	0.064	1	"InS"	"Uba6"
"Reps21"	0.000914860473621593	0.270171549281899	0.267	0.179	1	"InS"	"Reps2"
"Rps6ka22"	0.000954789033089432	0.260209254888253	0.184	0.111	1	"InS"	"Rps6ka2"
"Sik2"	0.000998295048550313	0.319828049778792	0.209	0.135	1	"InS"	"Sik2"
"Zzef1"	0.00109558380194491	0.309055001057373	0.257	0.174	1	"InS"	"Zzef1"
"Anapc1"	0.00128142070761566	0.278902277799557	0.141	0.08	1	"InS"	"Anapc1"
"Tbc1d12"	0.00130045627040097	0.252404987829751	0.112	0.059	1	"InS"	"Tbc1d12"
"Fam110b1"	0.0013633806287019	0.28832789563573	0.155	0.091	1	"InS"	"Fam110b"
"Epha101"	0.00141645213465299	0.341683906712773	0.238	0.158	1	"InS"	"Epha10"
"Tmem252"	0.00156794997944323	0.253992559410982	0.204	0.128	1	"InS"	"Tmem25"
"Osbpl61"	0.00164702734688663	0.253838207826723	0.442	0.335	1	"InS"	"Osbpl6"
"Fktn"	0.00168857651211086	0.267032382469336	0.141	0.08	1	"InS"	"Fktn"
"Tln2"	0.00179988475702524	0.30343938210405	0.209	0.135	1	"InS"	"Tln2"
"Stmn2"	0.00180725248500105	0.252464996147448	0.238	0.158	1	"InS"	"Stmn2"
"Fgd41"	0.00198369223167178	0.310566813469493	0.184	0.116	1	"InS"	"Fgd4"
"Sema3a1"	0.00245569406593445	0.261454624327123	0.15	0.089	1	"InS"	"Sema3a"
"Ncoa2"	0.00267347516036147	0.261633577536413	0.267	0.19	1	"InS"	"Ncoa2"
"Apc1"	0.00271991442231309	0.257413317828066	0.456	0.365	1	"InS"	"Apc"
"Rasgrf21"	0.00282364597542774	0.275772293469322	0.291	0.21	1	"InS"	"Rasgrf2"
"A330023F24Rik"	0.00289609943045144	0.277252757486906	0.369	0.283	1	"InS"	"A330023F24Rik"
"Zmym4"	0.00290817832342848	0.403341087266649	0.209	0.139	1	"InS"	"Zmym4"
"Mroh11"	0.00303804187239878	0.28550606759601	0.199	0.128	1	"InS"	"Mroh1"
"Ankrd17"	0.00380290911896203	0.257097719222934	0.35	0.266	1	"InS"	"Ankrd17"
"Zfyve9"	0.00405511256548634	0.283169998755946	0.218	0.15	1	"InS"	"Zfyve9"
"Tcp11l11"	0.00408164613878881	0.277491116868402	0.141	0.084	1	"InS"	"Tcp11l1"
"Dgkd1"	0.00457160795568774	0.254684759357947	0.214	0.145	1	"InS"	"Dgkd"
"Gabra3"	0.00482740401100718	0.286506635520351	0.155	0.098	1	"InS"	"Gabra3"
"Tacc2"	0.00517142638132378	0.387238165537012	0.165	0.105	1	"InS"	"Tacc2"
"Tpr1"	0.00539292952737818	0.276129162356408	0.277	0.204	1	"InS"	"Tpr"
"Bscl2"	0.00543375095046012	0.380706618658888	0.189	0.13	1	"InS"	"Bscl2"
"Mblac21"	0.00570643606430671	0.37506455969759	0.141	0.087	1	"InS"	"Mblac2"
"Ski"	0.00571510353012199	0.250910535373989	0.117	0.067	1	"InS"	"Ski"
"Baz2a"	0.0061274107513108	0.256262306982406	0.18	0.117	1	"InS"	"Baz2a"
"Slc38a9"	0.00639107579453344	0.279740033863821	0.209	0.14	1	"InS"	"Slc38a9"
"Mms19"	0.00641526338551109	0.291727966540147	0.117	0.069	1	"InS"	"Mms19"
"Plcg11"	0.00643224535622086	0.257481271749022	0.184	0.123	1	"InS"	"Plcg1"
"Pde2a1"	0.00836040708513039	0.286169761058585	0.369	0.292	1	"InS"	"Pde2a"
"Adcy83"	0.00851839654061004	0.297185321942562	0.272	0.203	1	"InS"	"Adcy8"
"Cpne52"	0.00877228855771121	0.28676542257885	0.112	0.066	1	"InS"	"Cpne5"
"Dctn2"	0.00959696984604992	0.271949443045264	0.204	0.14	1	"InS"	"Dctn2"
"L1cam"	0.00966755666870483	0.296409857877034	0.136	0.086	1	"InS"	"L1cam"
"Hs3st41"	0	1.6669730729471	0.778	0.206	0	"E6Tle4"	"Hs3st4"
"Foxp21"	0	1.51505291332517	0.467	0.053	0	"E6Tle4"	"Foxp2"
"Cdh182"	0	1.4388512030333	0.813	0.314	0	"E6Tle4"	"Cdh18"
"Zfpm21"	0	1.43094168300291	0.613	0.152	0	"E6Tle4"	"Zfpm2"
"Garnl31"	1.00344550564337e-269	1.25122957077173	0.747	0.341	2.54905261798586e-265	"E6Tle4"	"Garnl3"
"Pde4d3"	2.25045613489621e-235	0.870848762650246	0.92	0.664	5.71683371947683e-231	"E6Tle4"	"Pde4d"
"Col5a1"	1.46046608051931e-232	1.10124569726142	0.252	0.028	3.7100219843432e-228	"E6Tle4"	"Col5a1"
"Syt6"	8.57756465830479e-207	0.835855961587497	0.176	0.012	2.17895875014917e-202	"E6Tle4"	"Syt6"
"Ighm2"	6.00480146744692e-206	1.01362636834824	0.224	0.025	1.52539971677554e-201	"E6Tle4"	"Ighm"
"Pcdh91"	1.97943593648576e-189	0.500257093187773	0.992	0.943	5.02836110945477e-185	"E6Tle4"	"Pcdh9"
"Thsd7b2"	1.72416375408623e-186	1.04217568201069	0.383	0.093	4.37989318450525e-182	"E6Tle4"	"Thsd7b"
"Mgat4c4"	1.67712164275093e-167	1.11248839523554	0.633	0.303	4.26039210908019e-163	"E6Tle4"	"Mgat4c"
"Me33"	5.28813091270588e-163	0.963439523086806	0.651	0.321	1.34334389575467e-158	"E6Tle4"	"Me3"
"Frmpd42"	3.88853279946522e-151	0.769428161343368	0.823	0.592	9.87803987048149e-147	"E6Tle4"	"Frmpd4"
"Slc35f11"	3.80835572112026e-146	0.871988141377016	0.576	0.253	9.6743660383618e-142	"E6Tle4"	"Slc35f1"
"3110035E14Rik1"	4.76151579604112e-145	0.946941185721585	0.428	0.143	1.20956785766832e-140	"E6Tle4"	"3110035E14Rik"
"Nrp12"	2.29373296651811e-142	0.9537415086009	0.335	0.09	5.82676985484594e-138	"E6Tle4"	"Nrp1"
"Htr1f3"	1.05331132978907e-140	0.940249646735528	0.476	0.181	2.67572677106316e-136	"E6Tle4"	"Htr1f"
"Tmem1781"	9.47865724126842e-138	0.996634730910113	0.412	0.141	2.40786329899942e-133	"E6Tle4"	"Tmem178"
"Tle42"	1.23627377550522e-136	0.859348331425735	0.272	0.061	3.14050627191592e-132	"E6Tle4"	"Tle4"
"Mctp11"	1.48677849897566e-133	0.899752177446263	0.621	0.324	3.77686342094787e-129	"E6Tle4"	"Mctp1"
"Gm289285"	7.31388805641023e-129	0.56438408690267	0.923	0.733	1.85794698296989e-124	"E6Tle4"	"Gm28928"
"Dlc13"	2.95037040205748e-127	0.892053344789809	0.455	0.175	7.49482593234661e-123	"E6Tle4"	"Dlc1"
"Fam155a3"	1.12029148330166e-125	0.537736659645884	0.927	0.804	2.84587645503122e-121	"E6Tle4"	"Fam155a"
"Rbfox12"	1.60737530762791e-124	0.648885013544992	0.917	0.796	4.08321549396718e-120	"E6Tle4"	"Rbfox1"
"Col6a12"	1.35042437167384e-117	0.905559626242409	0.272	0.069	3.43048303136305e-113	"E6Tle4"	"Col6a1"
"Rab264"	5.57816638637437e-107	0.873061490983769	0.349	0.12	1.41702160713068e-102	"E6Tle4"	"Rab26"
"Etl44"	2.34541362945777e-99	0.55402227491665	0.842	0.644	5.95805424291158e-95	"E6Tle4"	"Etl4"
"Grik33"	8.98342251168194e-96	0.714959949680154	0.266	0.077	2.28205882064256e-91	"E6Tle4"	"Grik3"
"Nfia2"	1.10493487096144e-93	0.633883268680193	0.356	0.128	2.80686605270334e-89	"E6Tle4"	"Nfia"
"Ephb11"	1.30264322870024e-93	0.750921898966593	0.325	0.114	3.30910459386723e-89	"E6Tle4"	"Ephb1"
"Pde1a3"	3.84164991471342e-91	0.638808919157915	0.708	0.472	9.75894327834651e-87	"E6Tle4"	"Pde1a"
"Trbc2"	3.25531224331647e-90	0.660452873061926	0.124	0.018	8.26946969169684e-86	"E6Tle4"	"Trbc2"
"Grm84"	2.49749894321783e-89	0.747903168759255	0.514	0.263	6.34439656545625e-85	"E6Tle4"	"Grm8"
"Rai142"	8.00433340056649e-86	0.680151962720972	0.169	0.036	2.03334081374591e-81	"E6Tle4"	"Rai14"
"Mdga22"	1.08712948621387e-85	0.45840660006364	0.873	0.753	2.76163503382909e-81	"E6Tle4"	"Mdga2"
"A830018L16Rik1"	3.88918264249482e-84	0.679031677331182	0.543	0.299	9.87969066672959e-80	"E6Tle4"	"A830018L16Rik"
"Nos1ap2"	6.86105276571324e-84	0.723220594872572	0.53	0.287	1.74291323407413e-79	"E6Tle4"	"Nos1ap"
"Gria32"	5.468003019214e-83	0.471627248224567	0.854	0.649	1.38903680697093e-78	"E6Tle4"	"Gria3"
"Fut91"	1.04102803775691e-82	0.658859278971882	0.644	0.411	2.64452352431387e-78	"E6Tle4"	"Fut9"
"Atp2b12"	1.60361232686973e-81	0.517317052590771	0.82	0.621	4.07365639394716e-77	"E6Tle4"	"Atp2b1"
"Dlg2"	5.16908879051166e-79	0.295298137634612	0.988	0.946	1.31310362545368e-74	"E6Tle4"	"Dlg2"
"Nrxn32"	6.98328945027692e-78	0.306751683839051	0.983	0.92	1.77396501905385e-73	"E6Tle4"	"Nrxn3"
"Ndst1"	3.0267460361537e-77	0.624696281204821	0.139	0.027	7.68884295564125e-73	"E6Tle4"	"Ndst1"
"Slc8a13"	1.01889351281413e-75	0.559056054973618	0.758	0.564	2.58829519060173e-71	"E6Tle4"	"Slc8a1"
"Hs3st54"	2.55469594198793e-73	0.691509478491034	0.293	0.111	6.48969410143193e-69	"E6Tle4"	"Hs3st5"
"Chsy32"	4.05172967900099e-71	0.638307199120649	0.559	0.343	1.02926089035662e-66	"E6Tle4"	"Chsy3"
"Sdk23"	2.04436284457936e-66	0.66252030036029	0.277	0.107	5.19329493408494e-62	"E6Tle4"	"Sdk2"
"Ahi11"	7.5635020722311e-62	0.386092209578419	0.892	0.76	1.92135643140887e-57	"E6Tle4"	"Ahi1"
"Khdrbs33"	3.51991661510704e-61	0.599524405329411	0.569	0.374	8.94164417735643e-57	"E6Tle4"	"Khdrbs3"
"Nfib2"	7.41882014288042e-60	0.584331410177257	0.453	0.25	1.88460288089591e-55	"E6Tle4"	"Nfib"
"Neto12"	2.14063972116219e-56	0.627490650264735	0.418	0.232	5.4378670836683e-52	"E6Tle4"	"Neto1"
"Matk1"	2.06845669300747e-55	0.39686078766066	0.852	0.7	5.25450053724689e-51	"E6Tle4"	"Matk"
"Dmd2"	3.95446882627293e-55	0.364099546902912	0.867	0.768	1.00455371593811e-50	"E6Tle4"	"Dmd"
"Cdh94"	1.70353852716479e-54	0.606458326713242	0.234	0.089	4.32749892055673e-50	"E6Tle4"	"Cdh9"
"Sema5a1"	1.50946284201336e-52	0.4854715713938	0.139	0.038	3.83448845756653e-48	"E6Tle4"	"Sema5a"
"Prkcb3"	2.09212670296908e-50	0.531331601396433	0.615	0.453	5.31462946355234e-46	"E6Tle4"	"Prkcb"
"Igsf213"	2.10544846301098e-50	0.579502578512806	0.197	0.07	5.34847073058678e-46	"E6Tle4"	"Igsf21"
"Efr3a1"	1.78445459450416e-49	0.619163860332691	0.334	0.167	4.53305000641891e-45	"E6Tle4"	"Efr3a"
"Gng121"	2.90276045708287e-49	0.571026445952292	0.159	0.05	7.37388238912762e-45	"E6Tle4"	"Gng12"
"Ano32"	1.08524750787747e-48	0.519879178384299	0.541	0.352	2.75685424426115e-44	"E6Tle4"	"Ano3"
"Sema6d4"	5.63668580240759e-48	0.514056278966863	0.448	0.26	1.4318872943856e-43	"E6Tle4"	"Sema6d"
"Syt72"	1.27408856997434e-47	0.565598490406727	0.483	0.305	3.23656719430581e-43	"E6Tle4"	"Syt7"
"Slc24a23"	4.0312483151996e-47	0.357985699171719	0.744	0.577	1.02405800951016e-42	"E6Tle4"	"Slc24a2"
"Crym1"	5.80888487000163e-47	0.46858297063469	0.113	0.028	1.47563102352652e-42	"E6Tle4"	"Crym"
"Lrp1b2"	5.05579412892405e-46	0.386757518315848	0.88	0.807	1.28432338257058e-41	"E6Tle4"	"Lrp1b"
"Sox54"	1.45645258919684e-45	0.488879992478733	0.46	0.28	3.69982651233673e-41	"E6Tle4"	"Sox5"
"Gria2"	1.66953705508361e-41	0.30486201953246	0.896	0.818	4.24112498102889e-37	"E6Tle4"	"Gria2"
"Pbx12"	3.36243397156628e-41	0.495792996127722	0.535	0.372	8.54159101796982e-37	"E6Tle4"	"Pbx1"
"Esrrg4"	7.25749924283669e-41	0.544703342855344	0.295	0.149	1.8436225326578e-36	"E6Tle4"	"Esrrg"
"Mast4"	1.64020167086147e-40	0.480382088503873	0.562	0.41	4.16660430448939e-36	"E6Tle4"	"Mast4"
"Galnt92"	2.82418268976317e-40	0.50948487417253	0.231	0.103	7.17427128680538e-36	"E6Tle4"	"Galnt9"
"Pak71"	3.67080266769045e-39	0.408867599176208	0.626	0.468	9.32494001673406e-35	"E6Tle4"	"Pak7"
"Ptk21"	7.21916331990103e-39	0.483599949022558	0.548	0.391	1.83388405815446e-34	"E6Tle4"	"Ptk2"
"5730522E02Rik1"	1.20543110139041e-38	0.472227045286714	0.533	0.374	3.06215662686207e-34	"E6Tle4"	"5730522E02Rik"
"Ano43"	1.77803106515027e-38	0.428556167941448	0.281	0.138	4.51673231480123e-34	"E6Tle4"	"Ano4"
"B3galt23"	4.63495512690103e-38	0.505392563346293	0.161	0.06	1.17741765088667e-33	"E6Tle4"	"B3galt2"
"Clstn23"	2.69223493757905e-37	0.449042145118243	0.582	0.436	6.83908441193206e-33	"E6Tle4"	"Clstn2"
"Sez63"	3.17126501042396e-37	0.525195175731429	0.195	0.082	8.05596450597999e-33	"E6Tle4"	"Sez6"
"Ipcef11"	4.74402866003756e-36	0.49600618828653	0.191	0.081	1.20512560050934e-31	"E6Tle4"	"Ipcef1"
"Cdh113"	4.45346615709529e-35	0.514825530463267	0.508	0.365	1.13131400788692e-30	"E6Tle4"	"Cdh11"
"Myt1l1"	4.6711908921746e-35	0.345231350854249	0.759	0.658	1.18662262233911e-30	"E6Tle4"	"Myt1l"
"Iqgap22"	9.37024899466358e-35	0.486636752435276	0.329	0.186	2.38032435211439e-30	"E6Tle4"	"Iqgap2"
"Tenm13"	9.98945336499938e-35	0.449117538660007	0.448	0.288	2.53762083831079e-30	"E6Tle4"	"Tenm1"
"Prickle11"	1.8183936375564e-34	0.410954254690058	0.626	0.486	4.61926535748452e-30	"E6Tle4"	"Prickle1"
"Adcy11"	3.36994577201168e-34	0.520420724321487	0.354	0.211	8.56067324464126e-30	"E6Tle4"	"Adcy1"
"Ncald2"	5.9537045052462e-34	0.468487260551497	0.41	0.261	1.51241955546769e-29	"E6Tle4"	"Ncald"
"Meis23"	1.2660039875238e-33	0.4396610437176	0.304	0.166	3.2160299295067e-29	"E6Tle4"	"Meis2"
"Lrrtm31"	1.29459679764407e-33	0.429750211377947	0.546	0.397	3.28866424505524e-29	"E6Tle4"	"Lrrtm3"
"Plekha71"	2.55502705622348e-32	0.448897280607578	0.177	0.075	6.49053523092452e-28	"E6Tle4"	"Plekha7"
"Ncam25"	3.0059343291012e-30	0.329986605984262	0.668	0.526	7.63597497621578e-26	"E6Tle4"	"Ncam2"
"Tanc21"	4.05373348173087e-30	0.340541963168218	0.709	0.604	1.02976991636409e-25	"E6Tle4"	"Tanc2"
"Cpa61"	1.06829078525692e-29	0.46642807217285	0.117	0.042	2.71377908178814e-25	"E6Tle4"	"Cpa6"
"Plxna2"	3.33468831892816e-28	0.49487433843809	0.397	0.27	8.47110873657322e-24	"E6Tle4"	"Plxna2"
"Rapgef4"	5.91018963062878e-28	0.357360744523454	0.641	0.524	1.50136547186863e-23	"E6Tle4"	"Rapgef4"
"Rap1gds11"	7.48527570422457e-28	0.425002706947783	0.406	0.275	1.90148458714417e-23	"E6Tle4"	"Rap1gds1"
"Dzip12"	9.85104577911289e-28	0.464432434552937	0.299	0.176	2.50246115926805e-23	"E6Tle4"	"Dzip1"
"Sema3e3"	1.04386730644949e-27	0.381960073921397	0.142	0.058	2.65173611857364e-23	"E6Tle4"	"Sema3e"
"Mmp162"	2.52153017512126e-27	0.445812438844383	0.535	0.413	6.40544310386054e-23	"E6Tle4"	"Mmp16"
"Bcl11b3"	5.21023566316353e-27	0.390124792377412	0.117	0.044	1.32355616551343e-22	"E6Tle4"	"Bcl11b"
"Pdzrn42"	2.93939512326438e-26	0.529885730989833	0.384	0.264	7.4669454316285e-22	"E6Tle4"	"Pdzrn4"
"Lpgat1"	5.03867134595118e-26	0.459021794383697	0.293	0.174	1.27997368201198e-21	"E6Tle4"	"Lpgat1"
"Pcdh71"	7.84733210911873e-26	0.297554337847734	0.737	0.626	1.99345777567943e-21	"E6Tle4"	"Pcdh7"
"Nptx1"	1.64426580511858e-25	0.434843380730241	0.128	0.052	4.17692842474272e-21	"E6Tle4"	"Nptx1"
"Unc80"	6.01433358491556e-25	0.340135494806035	0.644	0.544	1.5278211605761e-20	"E6Tle4"	"Unc80"
"Grik42"	8.01077911252812e-25	0.46847655525269	0.229	0.126	2.03497821795552e-20	"E6Tle4"	"Grik4"
"Flna1"	1.59623040291264e-24	0.413274469512473	0.185	0.092	4.05490409251899e-20	"E6Tle4"	"Flna"
"Khdrbs21"	2.38175370983536e-24	0.335571335518968	0.559	0.425	6.05036894909477e-20	"E6Tle4"	"Khdrbs2"
"Pik3r3"	3.85495997620787e-24	0.358362560431214	0.18	0.088	9.79275482756086e-20	"E6Tle4"	"Pik3r3"
"Gm380735"	6.11934224984159e-24	0.49790672395009	0.282	0.173	1.55449651172726e-19	"E6Tle4"	"Gm38073"
"Epb41"	7.82046516764894e-24	0.411689507193651	0.243	0.138	1.98663276653786e-19	"E6Tle4"	"Epb41"
"Fmn12"	8.56529318743137e-24	0.431285507997516	0.273	0.162	2.17584142840319e-19	"E6Tle4"	"Fmn1"
"Adgrb1"	2.61442289681187e-23	0.280110003770472	0.698	0.581	6.64141848477121e-19	"E6Tle4"	"Adgrb1"
"Arc"	6.38004862632703e-23	0.46664469548985	0.212	0.115	1.62072375254586e-18	"E6Tle4"	"Arc"
"Stxbp22"	1.2162621327418e-22	0.414326281496123	0.201	0.106	3.089670695804e-18	"E6Tle4"	"Stxbp2"
"Kcnt11"	1.39074781327843e-22	0.405334714623608	0.406	0.289	3.53291667007119e-18	"E6Tle4"	"Kcnt1"
"Kcnn21"	1.43808899854727e-22	0.39332441694411	0.275	0.166	3.65317748300963e-18	"E6Tle4"	"Kcnn2"
"E230016M11Rik1"	1.81425229257709e-22	0.398955831010451	0.143	0.066	4.60874509883358e-18	"E6Tle4"	"E230016M11Rik"
"Gm28242"	3.25151643697995e-22	0.349821229976239	0.142	0.065	8.25982720486017e-18	"E6Tle4"	"Gm2824"
"Baiap2"	7.04669483078195e-22	0.410751268398833	0.43	0.315	1.79007188786354e-17	"E6Tle4"	"Baiap2"
"Dok61"	1.29075283105985e-21	0.413691055483341	0.42	0.305	3.27889941674135e-17	"E6Tle4"	"Dok6"
"Cplx22"	5.62187660423045e-21	0.404674101325379	0.182	0.096	1.42812531377266e-16	"E6Tle4"	"Cplx2"
"Ryr33"	7.71954655604729e-21	0.37332794215909	0.343	0.226	1.96099641163269e-16	"E6Tle4"	"Ryr3"
"Ephb6"	8.9258237101462e-21	0.43926276079859	0.219	0.125	2.26742699708844e-16	"E6Tle4"	"Ephb6"
"Osbpl92"	1.19699686144253e-20	0.396467300621465	0.224	0.13	3.04073112712245e-16	"E6Tle4"	"Osbpl9"
"Slc35f32"	1.35159315997881e-20	0.398185214433869	0.212	0.121	3.43345210429417e-16	"E6Tle4"	"Slc35f3"
"Jam3"	1.34025534437971e-19	0.385026921995255	0.164	0.085	3.40465065132777e-15	"E6Tle4"	"Jam3"
"Arap22"	2.37006229228895e-19	0.364598653034766	0.32	0.215	6.02066924110161e-15	"E6Tle4"	"Arap2"
"Ext12"	4.04383083274271e-19	0.349415666263702	0.49	0.383	1.02725434644163e-14	"E6Tle4"	"Ext1"
"Dkk32"	2.86621901620990e-18	0.387539703717605	0.175	0.096	7.281056166878e-14	"E6Tle4"	"Dkk3"
"Antxr12"	3.50680974146222e-18	0.319084260544556	0.165	0.087	8.90834878623647e-14	"E6Tle4"	"Antxr1"
"Slc4a10"	5.63127124022784e-18	0.31316314363547	0.482	0.379	1.43051183315508e-13	"E6Tle4"	"Slc4a10"
"Rab341"	7.71153716416683e-18	0.284808329339001	0.124	0.058	1.9589617858133e-13	"E6Tle4"	"Rab34"
"Slc35f41"	7.914155525477e-18	0.396798189254494	0.32	0.221	2.01043292813692e-13	"E6Tle4"	"Slc35f4"
"Tmem132a1"	3.06098103589329e-17	0.382841490379827	0.227	0.14	7.77581012547972e-13	"E6Tle4"	"Tmem132a"
"Pitpnc12"	3.50491691720179e-17	0.278013381838758	0.18	0.1	8.90354044476772e-13	"E6Tle4"	"Pitpnc1"
"Atrnl11"	3.52509149789197e-17	0.340851643781989	0.47	0.373	8.95478993209497e-13	"E6Tle4"	"Atrnl1"
"Sh3rf31"	3.85658721488642e-17	0.368060777208344	0.322	0.223	9.79688850197598e-13	"E6Tle4"	"Sh3rf3"
"Col16a11"	3.86533100149255e-17	0.376144244314019	0.13	0.064	9.81910034309153e-13	"E6Tle4"	"Col16a1"
"Stxbp5l1"	4.78886974744143e-17	0.321222476738942	0.529	0.439	1.21651658194255e-12	"E6Tle4"	"Stxbp5l"
"Hcn13"	1.06470198292858e-16	0.303233117069136	0.449	0.339	2.70466244723346e-12	"E6Tle4"	"Hcn1"
"Sh3gl21"	6.73525050856408e-16	0.355326627073662	0.4	0.302	1.71095568669053e-11	"E6Tle4"	"Sh3gl2"
"Necab31"	1.09477835258835e-15	0.367311747738177	0.148	0.081	2.78106544908018e-11	"E6Tle4"	"Necab3"
"Inf22"	1.43803275152659e-15	0.371936429703631	0.239	0.153	3.653034598703e-11	"E6Tle4"	"Inf2"
"Large2"	1.79310700437075e-15	0.269334165963937	0.622	0.555	4.55502972320303e-11	"E6Tle4"	"Large"
"9430020K01Rik"	1.93950236558479e-15	0.336413915708836	0.105	0.05	4.92691785929504e-11	"E6Tle4"	"9430020K01Rik"
"Adgra13"	2.49734880071952e-15	0.309161538225059	0.134	0.07	6.34401515846779e-11	"E6Tle4"	"Adgra1"
"Cacnb41"	4.09998577872441e-15	0.254155891138465	0.599	0.515	1.04151938736936e-10	"E6Tle4"	"Cacnb4"
"Pxdn"	4.3720979813386e-15	0.373478683818466	0.232	0.15	1.11064405019944e-10	"E6Tle4"	"Pxdn"
"Zfp804a4"	4.77012800117938e-15	0.259908102837211	0.215	0.132	1.2117556161396e-10	"E6Tle4"	"Zfp804a"
"Runx1t11"	7.41986847904845e-15	0.371310779793414	0.234	0.153	1.88486918973268e-10	"E6Tle4"	"Runx1t1"
"Ryr21"	1.0804018958126e-14	0.258625776591429	0.68	0.6	2.74454493593274e-10	"E6Tle4"	"Ryr2"
"Slc50a1"	1.17866745481743e-14	0.365178330924045	0.256	0.171	2.99416893547271e-10	"E6Tle4"	"Slc50a1"
"Plcxd34"	1.31345095267099e-14	0.39567300707105	0.169	0.1	3.3365594550701e-10	"E6Tle4"	"Plcxd3"
"Ina1"	2.45864303645095e-14	0.313712904400781	0.12	0.062	6.24569090549635e-10	"E6Tle4"	"Ina"
"Pfkp2"	2.49085807548092e-14	0.301714880961945	0.425	0.329	6.32752676914418e-10	"E6Tle4"	"Pfkp"
"Ptpru4"	3.2555728397388e-14	0.377028472063645	0.106	0.052	8.27013168478847e-10	"E6Tle4"	"Ptpru"
"Sept3"	4.86883789461466e-14	0.375653225433824	0.22	0.143	1.23683089036896e-09	"E6Tle4"	"Sept3"
"Hs3st23"	5.29965828495662e-14	0.324989784253964	0.174	0.104	1.34627219412753e-09	"E6Tle4"	"Hs3st2"
"Prkce1"	5.56642526468395e-14	0.279080238477561	0.487	0.402	1.41403900998766e-09	"E6Tle4"	"Prkce"
"Kcnq21"	6.5305978429537e-14	0.315137571465805	0.444	0.357	1.65896777004553e-09	"E6Tle4"	"Kcnq2"
"Rnf1122"	8.43322917777515e-14	0.275842483507721	0.579	0.49	2.14229320803022e-09	"E6Tle4"	"Rnf112"
"Etv52"	1.03889069931949e-13	0.270005536156686	0.11	0.055	2.63909404348131e-09	"E6Tle4"	"Etv5"
"Gm268713"	1.17367581503479e-13	0.288616088083516	0.532	0.453	2.98148867293287e-09	"E6Tle4"	"Gm26871"
"Chgb"	1.27015299684464e-13	0.371917560408564	0.161	0.094	3.22656965788444e-09	"E6Tle4"	"Chgb"
"Rgs11"	1.32348149212725e-13	0.347337997728321	0.288	0.203	3.36204003445086e-09	"E6Tle4"	"Rgs11"
"Gas71"	1.48460959313227e-13	0.336723650956039	0.298	0.213	3.7713537494339e-09	"E6Tle4"	"Gas7"
